KoordID;Kanton;Year;Crop;Crop_Category;Label;Altitude;Area_ha;Yield_dt_ha;Use;Source
ID18;BE;2013;Int_pasture;Int_grassland;Extenso;606;2.93;NA;NA;Farmer
ID37;AG;2014;Int_pasture;Int_grassland;Conv;401;0.4;NA;5;Farmer
ID37;AG;2013;Int_pasture;Int_grassland;Conv;402;0.75;90;4;Farmer
ID25;BE;2013;Int_pasture;Int_grassland;Conv;686;2.31;NA;NA;Farmer
ID43;TG;2013;Int_pasture;Int_grassland;Conv;719;2.9;NA;NA;Farmer
ID16;FR;2014;Int_pasture;Int_grassland;Conv;493;1.47;NA;NA;Farmer
ID9;FR;2015;Int_pasture;Int_grassland;Conv;744;0.4;NA;NA;Farmer
ID27;AG;2014;Int_pasture;Int_grassland;Conv;443;0.25;NA;NA;Farmer
ID27;AG;2013;Int_pasture;Int_grassland;Conv;443;0.25;NA;NA;Farmer
ID4;VD;2014;Int_pasture;Int_grassland;Conv;832;0.89;NA;NA;Farmer
ID25;BE;2014;Int_pasture;Int_grassland;Conv;683;2.16;NA;NA;Farmer
ID20;BE;2014;Int_pasture;Int_grassland;Conv;604;1.09;NA;NA;Farmer
ID3;VD;2014;Int_pasture;Int_grassland;Conv;663;3.8;NA;NA;Farmer
ID20;BE;2014;Int_pasture;Int_grassland;Conv;617;17.32;NA;NA;Farmer
ID41;TG;2014;Int_pasture;Int_grassland;Conv;486;3.24;NA;NA;Farmer
ID48;SG;2013;Int_pasture;Int_grassland;Bio;424;2.37;NA;NA;Farmer
ID41;TG;2013;Int_pasture;Int_grassland;Conv;472;1.09;NA;NA;Farmer
ID43;TG;2014;Int_pasture;Int_grassland;Conv;628;0.89;NA;NA;Farmer
ID39;AG;2013;Int_pasture;Int_grassland;Conv;388;1.77;NA;NA;Farmer
ID25;BE;2013;Int_pasture;Int_grassland;Conv;657;3.1;NA;NA;Farmer
ID9;FR;2013;Int_pasture;Int_grassland;Conv;720;1.76;NA;NA;Farmer
ID19;BE;2013;Int_pasture;Int_grassland;Bio;598;2.19;NA;NA;Farmer
ID22;BE;2014;Int_pasture;Int_grassland;Conv;530;2.08;NA;NA;Farmer
ID11;FR;2014;Int_pasture;Int_grassland;Conv;634;4.31;NA;NA;Farmer
ID29;LU;2012;Int_pasture;Int_grassland;Conv;758;0.4;NA;NA;Farmer
ID39;AG;2015;Int_pasture;Int_grassland;Conv;392;0.25;NA;NA;Farmer
ID38;AG;2014;Int_pasture;Int_grassland;Conv;504;0.8;NA;NA;Farmer
ID22;BE;2014;Int_pasture;Int_grassland;Conv;522;3.09;NA;NA;Farmer
ID27;AG;2015;Int_pasture;Int_grassland;Conv;428;0.44;NA;NA;Farmer
ID9;FR;2015;Int_pasture;Int_grassland;Conv;677;1.5;NA;9;Farmer
ID44;SG;2015;Int_pasture;Int_grassland;Conv;599;0.78;55;NA;Farmer
ID46;TG;2013;Int_pasture;Int_grassland;Conv;521;1.46;NA;NA;Farmer
ID25;BE;2013;Int_pasture;Int_grassland;Conv;707;0.62;65;NA;Farmer
ID29;LU;2014;Int_pasture;Int_grassland;Conv;781;1.1;NA;NA;Farmer
ID30;AG;2013;Int_pasture;Int_grassland;Conv;424;0.4;NA;NA;Farmer
ID25;BE;2012;Int_pasture;Int_grassland;Conv;671;1.02;65;NA;Farmer
ID39;AG;2014;Int_pasture;Int_grassland;Conv;392;0.25;NA;NA;Farmer
ID20;BE;2014;Int_pasture;Int_grassland;Conv;744;0.32;NA;NA;Farmer
ID30;AG;2015;Int_pasture;Int_grassland;Conv;424;0.4;NA;2;Farmer
ID11;FR;2015;Int_pasture;Int_grassland;Conv;634;4.31;NA;NA;Farmer
ID24;BE;2012;Int_pasture;Int_grassland;Bio;728;2;NA;5.5;Farmer
ID29;LU;2014;Int_pasture;Int_grassland;Conv;758;0.4;NA;NA;Farmer
ID27;AG;2015;Int_pasture;Int_grassland;Conv;428;1.23;NA;NA;Farmer
ID31;AG;2014;Int_pasture;Int_grassland;Conv;484;4.53;NA;NA;Farmer
ID9;FR;2015;Int_pasture;Int_grassland;Conv;692;7;NA;NA;Farmer
ID11;FR;2013;Int_pasture;Int_grassland;Conv;621;2.44;NA;NA;Farmer
ID43;TG;2013;Int_pasture;Int_grassland;Conv;681;0.94;NA;5;Farmer
ID43;TG;2014;Int_pasture;Int_grassland;Conv;683;1.54;NA;5;Farmer
ID11;FR;2014;Int_pasture;Int_grassland;Conv;621;2.44;NA;NA;Farmer
ID30;AG;2014;Int_pasture;Int_grassland;Conv;424;0.4;NA;2;Farmer
ID23;BE;2013;Int_pasture;Int_grassland;Conv;645;0.38;NA;NA;Farmer
ID24;BE;2013;Int_pasture;Int_grassland;Bio;729;0.6;NA;NA;Farmer
ID20;BE;2013;Int_pasture;Int_grassland;Conv;694;2.01;NA;5;Farmer
ID46;TG;2013;Int_pasture;Int_grassland;Conv;502;0.27;NA;NA;Farmer
ID43;TG;2014;Int_pasture;Int_grassland;Conv;624;3.23;NA;NA;Farmer
ID37;AG;2014;Int_pasture;Int_grassland;Conv;431;1.12;NA;NA;Farmer
ID4;VD;2015;Int_pasture;Int_grassland;Conv;824;0.43;NA;NA;Farmer
ID41;TG;2012;Int_pasture;Int_grassland;Conv;472;1.09;NA;NA;Farmer
ID20;BE;2012;Int_pasture;Int_grassland;Conv;686;1.65;NA;NA;Farmer
ID22;BE;2013;Int_pasture;Int_grassland;Conv;530;2.08;NA;NA;Farmer
ID39;AG;2013;Int_pasture;Int_grassland;Conv;392;0.25;NA;NA;Farmer
ID37;AG;2013;Int_pasture;Int_grassland;Conv;401;2;120;5;Farmer
ID4;VD;2013;Int_pasture;Int_grassland;Conv;810;0.5;NA;NA;Farmer
ID26;LU;2013;Int_pasture;Int_grassland;Conv;630;1;NA;NA;Farmer
ID42;TG;2014;Int_pasture;Int_grassland;Conv;533;0.39;NA;6;Farmer
ID23;BE;2013;Int_pasture;Int_grassland;Conv;645;0.5;NA;NA;Farmer
ID22;BE;2014;Int_pasture;Int_grassland;Conv;521;0.79;NA;NA;Farmer
ID22;BE;2012;Int_pasture;Int_grassland;Conv;531;2.19;NA;NA;Farmer
ID41;TG;2013;Int_pasture;Int_grassland;Conv;493;2.13;NA;5;Farmer
ID3;VD;2014;Int_pasture;Int_grassland;Conv;612;6.8;NA;NA;Farmer
ID24;BE;2013;Int_pasture;Int_grassland;Bio;721;2.26;NA;5.5;Farmer
ID9;FR;2015;Int_pasture;Int_grassland;Conv;676;4.7;NA;9;Farmer
ID6;VD;2015;Int_pasture;Int_grassland;Conv;620;0.84;NA;NA;Farmer
ID46;TG;2014;Int_pasture;Int_grassland;Conv;477;2.64;NA;NA;Farmer
ID4;VD;2015;Int_pasture;Int_grassland;Conv;808;0.45;NA;NA;Farmer
ID46;TG;2012;Int_pasture;Int_grassland;Conv;477;2.64;NA;NA;Farmer
ID13;FR;2015;Int_pasture;Int_grassland;Conv;575;1.3;NA;NA;Farmer
ID44;SG;2015;Int_pasture;Int_grassland;Conv;545;1;NA;NA;Farmer
ID40;TG;2012;Int_pasture;Int_grassland;Conv;383;3.33;NA;NA;Farmer
ID34;AG;2013;Int_pasture;Int_grassland;Conv;319;0.14;NA;NA;Farmer
ID11;FR;2013;Int_pasture;Int_grassland;Conv;634;4.31;NA;NA;Farmer
ID9;FR;2014;Int_pasture;Int_grassland;Conv;696;1;NA;NA;Farmer
ID9;FR;2014;Int_pasture;Int_grassland;Conv;692;7;NA;NA;Farmer
ID43;TG;2012;Int_pasture;Int_grassland;Conv;719;2.9;NA;NA;Farmer
ID16;FR;2014;Int_pasture;Int_grassland;Conv;493;3.16;NA;NA;Farmer
ID9;FR;2015;Int_pasture;Int_grassland;Conv;709;0.42;NA;3;Farmer
ID25;BE;2014;Int_pasture;Int_grassland;Conv;686;2.31;NA;NA;Farmer
ID45;TG;2013;Int_pasture;Int_grassland;Conv;482;2.52;NA;5;Farmer
ID22;BE;2012;Int_pasture;Int_grassland;Conv;530;2.08;NA;NA;Farmer
ID37;AG;2015;Int_pasture;Int_grassland;Conv;393;2.2;NA;NA;Farmer
ID34;AG;2015;Int_pasture;Int_grassland;Conv;319;0.14;NA;NA;Farmer
ID29;LU;2014;Int_pasture;Int_grassland;Conv;781;1.2;NA;NA;Farmer
ID25;BE;2014;Int_pasture;Int_grassland;Conv;707;0.62;65;NA;Farmer
ID46;TG;2012;Int_pasture;Int_grassland;Conv;497;1.15;NA;NA;Farmer
ID34;AG;2014;Int_pasture;Int_grassland;Conv;318;1.29;NA;NA;Farmer
ID46;TG;2013;Int_pasture;Int_grassland;Conv;497;1.15;NA;NA;Farmer
ID20;BE;2012;Int_pasture;Int_grassland;Conv;696;1.13;NA;5;Farmer
ID20;BE;2013;Int_pasture;Int_grassland;Conv;696;1.13;NA;5;Farmer
ID43;TG;2013;Int_pasture;Int_grassland;Conv;628;0.89;NA;NA;Farmer
ID39;AG;2015;Int_pasture;Int_grassland;Conv;388;1.77;NA;NA;Farmer
ID28;LU;2012;Int_pasture;Int_grassland;Conv;495;1.78;NA;5;Farmer
ID11;FR;2013;Int_pasture;Int_grassland;Bio;612;1.7;NA;NA;Farmer
ID43;TG;2012;Int_pasture;Int_grassland;Conv;677;0.45;NA;6;Farmer
ID42;TG;2013;Int_pasture;Int_grassland;Conv;533;0.39;NA;6;Farmer
ID41;TG;2013;Int_pasture;Int_grassland;Bio;482;0.5;NA;NA;Farmer
ID31;AG;2014;Int_pasture;Int_grassland;Bio;467;4.8;30;NA;Farmer
ID34;AG;2013;Int_pasture;Int_grassland;Conv;319;0.82;NA;NA;Farmer
ID41;TG;2014;Int_pasture;Int_grassland;Conv;493;2.13;NA;5;Farmer
ID41;TG;2012;Int_pasture;Int_grassland;Conv;493;2.13;NA;5;Farmer
ID40;TG;2014;Int_pasture;Int_grassland;Conv;391;0.71;120;5;Farmer
ID20;BE;2012;Int_pasture;Int_grassland;Conv;604;1.09;NA;NA;Farmer
ID8;FR;2015;Int_pasture;Int_grassland;Conv;550;2.9;NA;4;Farmer
ID25;BE;2012;Int_pasture;Int_grassland;Conv;657;3.1;NA;NA;Farmer
ID20;BE;2013;Int_pasture;Int_grassland;Conv;744;2.43;NA;NA;Farmer
ID23;BE;2013;Int_pasture;Int_grassland;Conv;645;0.5;NA;NA;Farmer
ID34;AG;2013;Int_pasture;Int_grassland;Conv;318;1.29;NA;NA;Farmer
ID46;TG;2013;Int_pasture;Int_grassland;Conv;477;4.85;NA;NA;Farmer
ID24;BE;2014;Int_pasture;Int_grassland;Bio;729;0.6;NA;NA;Farmer
ID26;LU;2013;Int_pasture;Int_grassland;Conv;630;1.1;NA;NA;Farmer
ID22;BE;2012;Int_pasture;Int_grassland;Conv;513;0.78;NA;NA;Farmer
ID38;AG;2013;Int_pasture;Int_grassland;Conv;504;0.8;NA;NA;Farmer
ID16;FR;2015;Int_pasture;Int_grassland;Conv;493;3.16;NA;NA;Farmer
ID11;FR;2015;Int_pasture;Int_grassland;Bio;612;0.47;NA;NA;Farmer
ID11;FR;2015;Int_pasture;Int_grassland;Conv;621;2.44;NA;NA;Farmer
ID37;AG;2014;Int_pasture;Int_grassland;Conv;401;1.1;NA;5;Farmer
ID23;BE;2012;Int_pasture;Int_grassland;Conv;676;0.52;NA;4;Farmer
ID3;VD;2015;Int_pasture;Int_grassland;Conv;612;6.8;NA;NA;Farmer
ID41;TG;2012;Int_pasture;Int_grassland;Bio;482;0.5;NA;NA;Farmer
ID11;FR;2014;Int_pasture;Int_grassland;Bio;612;1.7;NA;NA;Farmer
ID49;SG;2015;Int_pasture;Int_grassland;Conv;414;3.29;NA;NA;Farmer
ID40;TG;2014;Int_pasture;Int_grassland;Conv;383;3.33;NA;NA;Farmer
ID24;BE;2013;Int_pasture;Int_grassland;Bio;728;2;NA;5.5;Farmer
ID43;TG;2014;Int_pasture;Int_grassland;Conv;680;0.4;NA;6;Farmer
ID22;BE;2012;Int_pasture;Int_grassland;Conv;531;0.79;NA;NA;Farmer
ID43;TG;2012;Int_pasture;Int_grassland;Conv;604;0.11;NA;NA;Farmer
ID1;VD;2014;Int_pasture;Int_grassland;Conv;594;3.64;NA;3;Farmer
ID45;TG;2013;Int_pasture;Int_grassland;Conv;531;1.17;NA;5;Farmer
ID20;BE;2012;Int_pasture;Int_grassland;Conv;744;2.43;NA;NA;Farmer
ID16;FR;2013;Int_pasture;Int_grassland;Conv;493;3.16;NA;NA;Farmer
ID46;TG;2014;Int_pasture;Int_grassland;Conv;497;1.15;NA;NA;Farmer
ID6;VD;2013;Int_pasture;Int_grassland;Conv;620;0.84;NA;NA;Farmer
ID41;TG;2014;Int_pasture;Int_grassland;Conv;470;2.42;NA;NA;Farmer
ID24;BE;2014;Int_pasture;Int_grassland;Bio;728;2;NA;5.5;Farmer
ID26;LU;2012;Int_pasture;Int_grassland;Conv;636;0.2;NA;NA;Farmer
ID37;AG;2013;Int_pasture;Int_grassland;Conv;393;2.2;NA;NA;Farmer
ID23;BE;2014;Int_pasture;Int_grassland;Conv;645;0.5;NA;NA;Farmer
ID45;TG;2012;Int_pasture;Int_grassland;Conv;492;0.33;NA;5;Farmer
ID34;AG;2014;Int_pasture;Int_grassland;Conv;319;0.82;NA;NA;Farmer
ID24;BE;2012;Int_pasture;Int_grassland;Conv;731;2.3;NA;4;Farmer
ID43;TG;2012;Int_pasture;Int_grassland;Conv;665;0.35;NA;6;Farmer
ID27;AG;2013;Int_pasture;Int_grassland;Conv;444;0.57;NA;NA;Farmer
ID43;TG;2014;Int_pasture;Int_grassland;Conv;719;2.9;NA;NA;Farmer
ID43;TG;2013;Int_pasture;Int_grassland;Conv;604;0.11;NA;NA;Farmer
ID49;SG;2013;Int_pasture;Int_grassland;Conv;414;3.29;NA;NA;Farmer
ID23;BE;2013;Int_pasture;Int_grassland;Conv;664;2.55;NA;6.5;Farmer
ID31;AG;2013;Int_pasture;Int_grassland;Bio;467;4.8;30;NA;Farmer
ID45;TG;2014;Int_pasture;Int_grassland;Conv;492;0.33;NA;5;Farmer
ID43;TG;2012;Int_pasture;Int_grassland;Conv;682;2.82;NA;NA;Farmer
ID46;TG;2014;Int_pasture;Int_grassland;Conv;477;4.85;NA;NA;Farmer
ID44;SG;2014;Int_pasture;Int_grassland;Conv;545;1;NA;NA;Farmer
ID43;TG;2012;Int_pasture;Int_grassland;Conv;628;0.89;NA;NA;Farmer
ID38;AG;2014;Int_pasture;Int_grassland;Conv;504;0.5;NA;NA;Farmer
ID34;AG;2015;Int_pasture;Int_grassland;Conv;319;0.82;NA;NA;Farmer
ID31;AG;2013;Int_pasture;Int_grassland;Conv;484;4.53;NA;NA;Farmer
ID44;SG;2015;Int_pasture;Int_grassland;Conv;533;0.6;NA;NA;Farmer
ID41;TG;2013;Int_pasture;Int_grassland;Conv;489;1.19;NA;5;Farmer
ID24;BE;2012;Int_pasture;Int_grassland;Bio;729;0.6;NA;NA;Farmer
ID41;TG;2014;Int_pasture;Int_grassland;Conv;482;1.09;NA;5;Farmer
ID6;VD;2015;Int_pasture;Int_grassland;Conv;629;1.73;NA;2;Farmer
ID46;TG;2014;Int_pasture;Int_grassland;Conv;521;1.46;NA;NA;Farmer
ID24;BE;2013;Int_pasture;Int_grassland;Bio;728;1.24;NA;NA;Farmer
ID40;TG;2012;Int_pasture;Int_grassland;Conv;398;0.71;NA;NA;Farmer
ID40;TG;2014;Int_pasture;Int_grassland;Conv;391;1.72;120;5;Farmer
ID37;AG;2014;Int_pasture;Int_grassland;Conv;393;2.2;NA;NA;Farmer
ID40;TG;2014;Int_pasture;Int_grassland;Conv;398;0.71;NA;NA;Farmer
ID41;TG;2012;Int_pasture;Int_grassland;Conv;472;1.8;NA;NA;Farmer
ID46;TG;2012;Int_pasture;Int_grassland;Conv;521;1.46;NA;NA;Farmer
ID38;AG;2015;Int_pasture;Int_grassland;Conv;504;0.8;NA;NA;Farmer
ID22;BE;2014;Int_pasture;Int_grassland;Conv;531;2.19;NA;NA;Farmer
ID9;FR;2015;Int_pasture;Int_grassland;Conv;720;1.76;NA;NA;Farmer
ID34;AG;2014;Int_pasture;Int_grassland;Conv;319;0.14;NA;NA;Farmer
ID24;BE;2012;Int_pasture;Int_grassland;Bio;736;1.35;NA;NA;Farmer
ID43;TG;2013;Int_pasture;Int_grassland;Conv;623;0.68;NA;NA;Farmer
ID40;TG;2012;Int_pasture;Int_grassland;Conv;398;2.29;NA;NA;Farmer
ID40;TG;2014;Int_pasture;Int_grassland;Conv;398;2.29;NA;NA;Farmer
ID9;FR;2013;Int_pasture;Int_grassland;Conv;692;7;NA;NA;Farmer
ID46;TG;2014;Int_pasture;Int_grassland;Conv;502;0.27;NA;NA;Farmer
ID24;BE;2014;Int_pasture;Int_grassland;Bio;728;1.24;NA;4;Farmer
ID22;BE;2013;Int_pasture;Int_grassland;Conv;531;0.79;NA;NA;Farmer
ID20;BE;2014;Int_pasture;Int_grassland;Conv;696;1.13;NA;5;Farmer
ID40;TG;2013;Int_pasture;Int_grassland;Conv;398;0.71;NA;NA;Farmer
ID40;TG;2013;Int_pasture;Int_grassland;Conv;398;2.29;NA;NA;Farmer
ID40;TG;2013;Int_pasture;Int_grassland;Conv;383;3.33;NA;NA;Farmer
ID43;TG;2014;Int_pasture;Int_grassland;Conv;634;0.78;NA;NA;Farmer
ID22;BE;2013;Int_pasture;Int_grassland;Conv;531;2.19;NA;NA;Farmer
ID41;TG;2013;Int_pasture;Int_grassland;Conv;482;1.09;NA;5;Farmer
ID31;AG;2015;Int_pasture;Int_grassland;Bio;467;4.8;30;NA;Farmer
ID43;TG;2014;Int_pasture;Int_grassland;Conv;623;0.68;NA;NA;Farmer
ID46;TG;2012;Int_pasture;Int_grassland;Conv;502;0.27;NA;NA;Farmer
ID43;TG;2013;Ext_pasture;Ext_grassland;Conv;653;0.81;NA;NA;Farmer
ID12;VD;2013;Ext_pasture;Ext_grassland;Conv;498;1.1;NA;NA;Farmer
ID7;FR;2013;Ext_pasture;Ext_grassland;Conv;741;4.6;NA;NA;Farmer
ID2;VD;2015;Ext_pasture;Ext_grassland;Bio;495;0.96;NA;4;Farmer
ID5;VD;2014;Ext_pasture;Ext_grassland;Conv;457;3.02;NA;NA;Farmer
ID44;SG;2015;Ext_pasture;Ext_grassland;Conv;606;2.2;NA;NA;Farmer
ID44;SG;2013;Ext_pasture;Ext_grassland;Conv;606;2.2;NA;NA;Farmer
ID2;VD;2014;Ext_pasture;Ext_grassland;Conv;495;0.96;NA;4;Farmer
ID12;VD;2014;Ext_pasture;Ext_grassland;Conv;567;1.1;NA;NA;Farmer
ID49;SG;2014;Ext_pasture;Ext_grassland;Conv;419;0.85;NA;4;Farmer
ID12;VD;2014;Ext_pasture;Ext_grassland;Conv;498;1.1;NA;NA;Farmer
ID45;TG;2013;Ext_pasture;Ext_grassland;Conv;506;2.77;NA;NA;Farmer
ID48;SG;2013;Ext_pasture;Ext_grassland;Bio;428;0.7;NA;NA;Farmer
ID43;TG;2012;Ext_pasture;Ext_grassland;Conv;666;0.23;NA;2;Farmer
ID48;SG;2014;Ext_pasture;Ext_grassland;Bio;428;0.7;NA;NA;Farmer
ID44;SG;2014;Ext_pasture;Ext_grassland;Conv;606;2.2;NA;NA;Farmer
ID45;TG;2012;Ext_pasture;Ext_grassland;Conv;506;2.77;NA;NA;Farmer
ID5;VD;2015;Ext_pasture;Ext_grassland;Conv;457;3.02;NA;NA;Farmer
ID15;FR;2015;Ext_pasture;Ext_grassland;Conv;694;4.5;50;NA;Farmer
ID12;VD;2013;Ext_pasture;Ext_grassland;Conv;567;1.1;NA;NA;Farmer
ID49;SG;2015;Ext_pasture;Ext_grassland;Conv;419;0.85;NA;3;Farmer
ID45;TG;2014;Ext_pasture;Ext_grassland;Conv;506;2.77;NA;NA;Farmer
ID4;VD;2013;Ext_pasture;Ext_grassland;Conv;770;0.9;NA;2;Farmer
ID12;VD;2015;Ext_pasture;Ext_grassland;Conv;498;1.1;NA;NA;Farmer
ID4;VD;2013;Ext_pasture;Ext_grassland;Conv;796;0.7;NA;NA;Farmer
ID48;SG;2015;Ext_pasture;Ext_grassland;Bio;428;0.7;NA;NA;Farmer
ID43;TG;2012;Ext_pasture;Ext_grassland;Conv;653;0.81;NA;NA;Farmer
ID5;VD;2013;Ext_pasture;Ext_grassland;Conv;457;3.02;NA;NA;Farmer
ID41;TG;2012;Ext_pasture;Ext_grassland;Conv;471;0.5;NA;NA;Farmer
ID15;FR;2014;Ext_pasture;Ext_grassland;Conv;694;4.5;50;NA;Farmer
ID2;VD;2013;Ext_pasture;Ext_grassland;Conv;495;0.96;NA;4;Farmer
ID49;SG;2013;Ext_pasture;Ext_grassland;Conv;419;0.85;NA;3;Farmer
ID43;TG;2014;Ext_pasture;Ext_grassland;Conv;653;0.81;NA;NA;Farmer
ID44;SG;2014;Ext_pasture;Ext_grassland;Conv;599;0.68;25;NA;Farmer
ID4;VD;2014;Ext_pasture;Ext_grassland;Conv;779;1;NA;2;Farmer
ID44;SG;2015;Ext_pasture;Ext_grassland;Conv;606;0.72;25;NA;Farmer
ID43;TG;2014;Ext_pasture;Ext_grassland;Conv;666;0.23;NA;2;Farmer
ID4;VD;2015;Ext_pasture;Ext_grassland;Conv;796;0.7;NA;NA;Farmer
ID44;SG;2015;Ext_pasture;Ext_grassland;Conv;599;0.68;25;NA;Farmer
ID4;VD;2015;Ext_pasture;Ext_grassland;Conv;770;0.9;NA;2;Farmer
ID4;VD;2014;Ext_pasture;Ext_grassland;Conv;770;0.9;NA;2;Farmer
ID44;SG;2014;Ext_pasture;Ext_grassland;Conv;606;0.72;25;NA;Farmer
ID43;TG;2013;Ext_pasture;Ext_grassland;Conv;666;0.23;NA;2;Farmer
ID4;VD;2014;Ext_pasture;Ext_grassland;Conv;796;0.7;NA;NA;Farmer
ID4;VD;2013;Ext_pasture;Ext_grassland;Conv;779;1;NA;2;Farmer
ID12;VD;2015;Ext_pasture;Ext_grassland;Conv;567;1.1;NA;NA;Farmer
ID44;SG;2013;Ext_pasture;Ext_grassland;Conv;606;0.72;25;NA;Farmer
ID4;VD;2015;Ext_pasture;Ext_grassland;Conv;779;1;NA;2;Farmer
ID41;TG;2014;Ext_pasture;Ext_grassland;Conv;471;0.5;NA;NA;Farmer
ID25;BE;2012;Ext_pasture;Ext_grassland;Conv;665;0.54;NA;1;Farmer
ID25;BE;2013;Ext_pasture;Ext_grassland;Conv;665;0.54;NA;1;Farmer
ID7;FR;2015;Ext_pasture;Ext_grassland;Conv;741;4.6;NA;NA;Farmer
ID7;FR;2014;Ext_pasture;Ext_grassland;Conv;741;4.6;NA;NA;Farmer
ID25;BE;2014;Ext_pasture;Ext_grassland;Conv;665;0.54;NA;1;Farmer
ID44;SG;2013;Ext_pasture;Ext_grassland;Conv;599;0.68;25;NA;Farmer
ID41;TG;2013;Ext_pasture;Ext_grassland;Conv;471;0.5;NA;NA;Farmer
ID15;FR;2013;Ext_pasture;Ext_grassland;Conv;694;4.5;50;NA;Farmer
ID45;TG;2014;Ext_meadow;Ext_grassland;Conv;517;0.9;0;NA;Farmer
ID45;TG;2013;Ext_meadow;Ext_grassland;Conv;517;0.9;0;NA;Farmer
ID45;TG;2012;Ext_meadow;Ext_grassland;Conv;517;0.9;0;NA;Farmer
ID38;AG;2013;Apple_orchard;Fruits_Berries;Conv;482;2;32.5;NA;Farmer
ID45;TG;2014;Apple_orchard;Fruits_Berries;Conv;499;0.53;350;NA;Farmer
ID45;TG;2012;Apple_orchard;Fruits_Berries;Conv;482;2.93;350;NA;Farmer
ID33;AG;2013;Apple_orchard;Fruits_Berries;Conv;393;0.6;433;NA;Farmer
ID33;AG;2014;Apple_orchard;Fruits_Berries;Conv;393;0.6;433;NA;Farmer
ID45;TG;2013;Apple_orchard;Fruits_Berries;Conv;499;0.53;350;NA;Farmer
ID48;SG;2015;Apple_orchard;Fruits_Berries;Conv;443;0.8;375;NA;Farmer
ID48;SG;2013;Apple_orchard;Fruits_Berries;Conv;422;0.08;NA;NA;Farmer
ID48;SG;2014;Apple_orchard;Fruits_Berries;Conv;443;0.8;375;NA;Farmer
ID48;SG;2015;Apple_orchard;Fruits_Berries;Conv;422;0.08;NA;NA;Farmer
ID38;AG;2015;Apple_orchard;Fruits_Berries;Conv;482;2;32.5;NA;Farmer
ID48;SG;2014;Apple_orchard;Fruits_Berries;Conv;422;0.08;NA;NA;Farmer
ID45;TG;2014;Apple_orchard;Fruits_Berries;Conv;482;2.93;350;NA;Farmer
ID33;AG;2015;Apple_orchard;Fruits_Berries;Conv;393;0.6;467;NA;Farmer
ID38;AG;2014;Apple_orchard;Fruits_Berries;Conv;482;2;32.5;NA;Farmer
ID45;TG;2012;Apple_orchard;Fruits_Berries;Conv;499;0.53;350;NA;Farmer
ID48;SG;2013;Apple_orchard;Fruits_Berries;Conv;443;0.8;375;NA;Farmer
ID45;TG;2013;Apple_orchard;Fruits_Berries;Conv;482;2.93;350;NA;Farmer
ID34;AG;2014;Stone_fruit_orchard;Fruits_Berries;Conv;318;2;17.5;NA;Farmer
ID48;SG;2014;Stone_fruit_orchard;Fruits_Berries;Conv;422;0.06;NA;NA;Farmer
ID34;AG;2015;Stone_fruit_orchard;Fruits_Berries;Conv;318;2;17.5;NA;Farmer
ID34;AG;2013;Stone_fruit_orchard;Fruits_Berries;Conv;318;2;17.5;NA;Farmer
ID48;SG;2013;Stone_fruit_orchard;Fruits_Berries;Conv;422;0.06;NA;NA;Farmer
ID48;SG;2015;Stone_fruit_orchard;Fruits_Berries;Conv;422;0.06;NA;NA;Farmer
ID30;AG;2015;Berry;Fruits_Berries;Conv;423;0.5;NA;NA;Farmer
ID30;AG;2013;Berry;Fruits_Berries;Conv;423;0.5;NA;NA;Farmer
ID30;AG;2014;Berry;Fruits_Berries;Conv;423;0.5;NA;NA;Farmer
ID49;SG;2014;Vegetables;Vegetables;Conv;415;2;80;NA;Farmer
ID48;SG;2013;Vegetables;Vegetables;Bio;403;0.67;40;NA;Farmer
ID48;SG;2014;Vegetables;Vegetables;Bio;403;0.67;40;NA;Farmer
ID49;SG;2013;Vegetables;Vegetables;Conv;415;2;NA;NA;Farmer
ID48;SG;2015;Vegetables;Vegetables;Bio;403;0.67;40;NA;Farmer
ID16;FR;2013;Vegetables;Vegetables;Conv;504;1.53;NA;NA;Farmer
ID16;FR;2014;Vegetables;Vegetables;Conv;504;1.53;NA;NA;Farmer
ID16;FR;2015;Vegetables;Vegetables;Conv;504;1.53;NA;NA;Farmer
ID49;SG;2015;Vegetables;Vegetables;Conv;415;2;80;NA;Farmer
ID37;AG;2015;Orn_plants;Non_edible;Conv;404;2.5;0;NA;Farmer
ID37;AG;2013;Orn_plants;Non_edible;Conv;404;2.5;0;NA;Farmer
ID37;AG;2014;Orn_plants;Non_edible;Conv;413;0.6;0;NA;Farmer
ID37;AG;2014;Orn_plants;Non_edible;Conv;404;2.5;0;NA;Farmer
ID37;AG;2013;Orn_plants;Non_edible;Conv;413;0.6;0;NA;Farmer
ID37;AG;2015;Orn_plants;Non_edible;Conv;413;0.6;0;NA;Farmer
ID3;VD;2014;Orn_plants;Non_edible;Conv;606;1;0;NA;Farmer
ID16;FR;2014;Orn_plants;Non_edible;Conv;483;4.66;0;NA;Farmer
ID16;FR;2013;Orn_plants;Non_edible;Conv;483;4.66;0;NA;Farmer
ID3;VD;2015;Orn_plants;Non_edible;Conv;606;1;0;NA;Farmer
ID16;FR;2015;Orn_plants;Non_edible;Conv;483;4.66;0;NA;Farmer
ID3;VD;2015;Orn_plants;Non_edible;Conv;594;0.7;0;NA;Farmer
ID3;VD;2013;Orn_plants;Non_edible;Conv;606;1;0;NA;Farmer
ID3;VD;2014;Orn_plants;Non_edible;Conv;594;0.7;0;NA;Farmer
